reward_choice	left_face	right_face	rewarded_resp	RT	actual_resp	rewarded	session	correct_resp	correct
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	2.133796168	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.200288971	f	1.0	plusmin	f	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.800226463	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.6336473979999999	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	1.8002947740000002	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.633682193	j	0.0	plusmin	f	0
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	1.33350206	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.9019103340000001	f	1.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	0.900286255	j	1.0	plusmin	j	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	1.167603297	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.5337727179999999	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.9638026129999999	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.768102581	f	1.0	plusmin	f	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.635251494	j	1.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	0.966917453	j	1.0	plusmin	j	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	0.632005826	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	2.265942409	f	0.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.300346132	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	j	0.73370051	f	0.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	0.900196123	j	0.0	plusmin	j	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.666852673	j	1.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.933606226	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.7003333009999999	f	1.0	plusmin	f	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	1.0671222329999999	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.5002458090000002	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	0.8003692490000001	f	0.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	1.098899492	j	0.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.433379811	j	1.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j		None	0.0	plusmin	j	0
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	1.8685034980000002	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	2.866957003	j	0.0	plusmin	f	0
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	0.7669714759999999	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.700119556	f	1.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	2.03361232	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.733617899	f	0.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	2.000259947	f	0.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.233630759	f	0.0	plusmin	f	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	1.233590631	f	0.0	plusmin	j	0
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.633770797	j	1.0	plusmin	j	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.9653873609999999	j	1.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.903249846	j	1.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.8669251409999998	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f		None	0.0	plusmin	f	0
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.1669144740000001	f	0.0	plusmin	j	0
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	0.667062327	j	0.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	j	0.635007763	f	0.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.701620922	f	1.0	plusmin	f	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.568938108	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	1.333693459	f	1.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	0.633610445	j	1.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.466915285	j	1.0	plusmin	j	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	j	1.067067545	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.833684842	f	1.0	plusmin	f	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	f	0.933550532	j	0.0	plusmin	j	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	j	1.5003463519999998	j	1.0	plusmin	f	0
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	0.76811565	f	1.0	plusmin	j	0
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.668946778	j	1.0	plusmin	j	1
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.60032201	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	2.067042669	f	1.0	plusmin	f	1
64_vs_36	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	f	2.60020533	j	0.0	plusmin	f	0
80_vs_20	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	j	0.7334834140000001	j	1.0	plusmin	j	1
80_vs_20	id-1270_gender-F_age-30_rewardprob-80_session-plusmin.png	id-1358_gender-F_age-32_rewardprob-20_session-plusmin.png	f	0.7670950320000001	f	1.0	plusmin	f	1
64_vs_36	id-1356_gender-F_age-20_rewardprob-36_session-plusmin.png	id-1285_gender-F_age-19_rewardprob-64_session-plusmin.png	f	0.7994350720000001	j	0.0	plusmin	j	1
